source_file_id,file_path,status,keterangan,sample_rate,channels,duration_s
LA_T_3141223,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3141223.flac,lolos,,16000,1,3.7100625
LA_T_3167734,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3167734.flac,lolos,,16000,1,2.8969375
LA_T_3187715,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3187715.flac,lolos,,16000,1,2.3841875
LA_T_3215578,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3215578.flac,lolos,,16000,1,3.8325
LA_T_3247389,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3247389.flac,lolos,,16000,1,2.6875625
LA_T_3346004,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3346004.flac,lolos,,16000,1,4.43575
LA_T_3441957,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3441957.flac,lolos,,16000,1,3.282125
LA_T_3561136,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3561136.flac,lolos,,16000,1,3.582625
LA_T_3576775,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3576775.flac,lolos,,16000,1,3.152
LA_T_3580508,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3580508.flac,lolos,,16000,1,3.152875
LA_T_3635733,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3635733.flac,lolos,,16000,1,2.9363125
LA_T_3636245,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3636245.flac,lolos,,16000,1,2.5616875
LA_T_3810183,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3810183.flac,lolos,,16000,1,2.769
LA_T_3849267,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3849267.flac,lolos,,16000,1,2.124875
LA_T_3995089,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3995089.flac,lolos,,16000,1,3.3673125
LA_T_3999087,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3999087.flac,lolos,,16000,1,2.8525625
LA_T_3999267,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3999267.flac,lolos,,16000,1,2.6834375
LA_T_4053835,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4053835.flac,lolos,,16000,1,3.23525
LA_T_4118798,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4118798.flac,lolos,,16000,1,3.626875
LA_T_4155454,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4155454.flac,lolos,,16000,1,5.795375
LA_T_4179989,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4179989.flac,lolos,,16000,1,2.8555625
LA_T_4197307,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4197307.flac,lolos,,16000,1,3.1965
LA_T_4237787,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4237787.flac,lolos,,16000,1,2.8989375
LA_T_4239283,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4239283.flac,lolos,,16000,1,3.1559375
LA_T_4244329,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4244329.flac,lolos,,16000,1,4.519875
LA_T_4339311,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4339311.flac,lolos,,16000,1,2.98225
LA_T_4362109,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4362109.flac,lolos,,16000,1,3.7506875
LA_T_4428691,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4428691.flac,lolos,,16000,1,2.5995625
LA_T_4752788,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4752788.flac,lolos,,16000,1,4.0985
LA_T_4756464,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4756464.flac,lolos,,16000,1,3.1120625
LA_T_4822766,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4822766.flac,lolos,,16000,1,3.15475
LA_T_5096578,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5096578.flac,lolos,,16000,1,4.77525
LA_T_5161420,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5161420.flac,lolos,,16000,1,3.625
LA_T_5191549,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5191549.flac,lolos,,16000,1,4.0933125
LA_T_5337549,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5337549.flac,lolos,,16000,1,2.514375
LA_T_5387852,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5387852.flac,lolos,,16000,1,4.7754375
LA_T_5521272,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5521272.flac,lolos,,16000,1,3.201
LA_T_5761909,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5761909.flac,lolos,,16000,1,4.5221875
LA_T_5777819,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5777819.flac,lolos,,16000,1,4.557125
LA_T_5785306,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5785306.flac,lolos,,16000,1,3.4495625
LA_T_5954195,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5954195.flac,lolos,,16000,1,4.349625
LA_T_6058143,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6058143.flac,lolos,,16000,1,2.8985
LA_T_6074694,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6074694.flac,lolos,,16000,1,4.7720625
LA_T_6105178,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6105178.flac,lolos,,16000,1,3.2351875
LA_T_6200206,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6200206.flac,lolos,,16000,1,3.363875
LA_T_6214695,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6214695.flac,lolos,,16000,1,2.9795625
LA_T_6324553,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6324553.flac,lolos,,16000,1,3.837
LA_T_6335714,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6335714.flac,lolos,,16000,1,3.6214375
LA_T_6370865,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6370865.flac,lolos,,16000,1,3.7035
LA_T_6405980,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6405980.flac,lolos,,16000,1,3.1956875
LA_T_6426017,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6426017.flac,lolos,,16000,1,4.517625
LA_T_6492747,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6492747.flac,lolos,,16000,1,3.19475
LA_T_6618587,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6618587.flac,lolos,,16000,1,3.79175
LA_T_6630946,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6630946.flac,lolos,,16000,1,3.0664375
LA_T_6721654,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6721654.flac,lolos,,16000,1,4.047125
LA_T_6736628,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6736628.flac,lolos,,16000,1,2.5971875
LA_T_6768659,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6768659.flac,lolos,,16000,1,2.766125
LA_T_6960204,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6960204.flac,lolos,,16000,1,5.7966875
LA_T_7122854,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_7122854.flac,lolos,,16000,1,3.4934375
LA_T_7123800,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_7123800.flac,lolos,,16000,1,3.715
LA_T_7248140,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_7248140.flac,lolos,,16000,1,3.32125
LA_T_7288400,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_7288400.flac,lolos,,16000,1,2.087
LA_T_7397041,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_7397041.flac,lolos,,16000,1,2.55425
LA_T_7677120,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_7677120.flac,lolos,,16000,1,3.1913125
LA_T_7737943,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_7737943.flac,lolos,,16000,1,2.342625
LA_T_7744923,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_7744923.flac,lolos,,16000,1,3.5800625
LA_T_8115679,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_8115679.flac,lolos,,16000,1,4.7345625
LA_T_8145267,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_8145267.flac,lolos,,16000,1,4.22325
LA_T_8324598,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_8324598.flac,lolos,,16000,1,4.179625
LA_T_8449978,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_8449978.flac,lolos,,16000,1,3.19875
LA_T_8458654,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_8458654.flac,lolos,,16000,1,3.7860625
LA_T_8507928,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_8507928.flac,lolos,,16000,1,3.241375
LA_T_8638376,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_8638376.flac,lolos,,16000,1,2.9409375
LA_T_8682959,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_8682959.flac,lolos,,16000,1,2.8089375
LA_T_9107429,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9107429.flac,lolos,,16000,1,3.1926875
LA_T_9152126,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9152126.flac,lolos,,16000,1,2.8955625
LA_T_9188299,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9188299.flac,lolos,,16000,1,4.7308125
LA_T_9258514,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9258514.flac,lolos,,16000,1,3.5329375
LA_T_9341221,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9341221.flac,lolos,,16000,1,3.4091875
LA_T_9431341,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9431341.flac,lolos,,16000,1,3.4509375
LA_T_9437384,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9437384.flac,lolos,,16000,1,4.599375
LA_T_9456128,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9456128.flac,lolos,,16000,1,3.1944375
LA_T_9488159,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9488159.flac,lolos,,16000,1,4.474125
LA_T_9515789,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9515789.flac,lolos,,16000,1,3.0705625
LA_T_9526930,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9526930.flac,lolos,,16000,1,3.79025
LA_T_9534983,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9534983.flac,lolos,,16000,1,2.9809375
LA_T_9543922,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9543922.flac,lolos,,16000,1,3.1084375
LA_T_9596913,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9596913.flac,lolos,,16000,1,4.2651875
LA_T_9669914,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9669914.flac,lolos,,16000,1,3.32275
LA_T_9701712,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9701712.flac,lolos,,16000,1,1.997875
LA_T_9789409,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9789409.flac,lolos,,16000,1,3.408875
LA_T_9803720,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9803720.flac,lolos,,16000,1,3.61925
LA_T_9874922,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9874922.flac,lolos,,16000,1,3.066375
LA_T_9897034,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9897034.flac,lolos,,16000,1,3.0226875
LA_T_9905136,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9905136.flac,lolos,,16000,1,3.027375
LA_T_9907603,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9907603.flac,lolos,,16000,1,3.330125
LA_T_9926593,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9926593.flac,lolos,,16000,1,2.807625
LA_T_1078395,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1078395.flac,lolos,,16000,1,2.126375
LA_T_1257508,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1257508.flac,lolos,,16000,1,3.0673125
LA_T_1290428,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1290428.flac,lolos,,16000,1,2.5946875
LA_T_1373249,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1373249.flac,lolos,,16000,1,3.4519375
LA_T_1411980,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1411980.flac,lolos,,16000,1,1.957125
LA_T_1455233,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1455233.flac,lolos,,16000,1,3.0610625
LA_T_1470659,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1470659.flac,lolos,,16000,1,2.0421875
LA_T_1511191,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1511191.flac,lolos,,16000,1,2.768125
LA_T_1618831,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1618831.flac,lolos,,16000,1,4.17875
LA_T_1625761,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1625761.flac,lolos,,16000,1,3.195625
LA_T_1651877,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1651877.flac,lolos,,16000,1,3.147875
LA_T_1702062,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1702062.flac,lolos,,16000,1,1.8348125
LA_T_1735385,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1735385.flac,lolos,,16000,1,3.23725
LA_T_1795259,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1795259.flac,lolos,,16000,1,2.4304375
LA_T_1820456,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1820456.flac,lolos,,16000,1,1.829875
LA_T_1909202,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1909202.flac,lolos,,16000,1,2.7209375
LA_T_2091969,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_2091969.flac,lolos,,16000,1,2.423875
LA_T_2335057,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_2335057.flac,lolos,,16000,1,2.5125
LA_T_2386039,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_2386039.flac,lolos,,16000,1,2.6883125
LA_T_2407353,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_2407353.flac,lolos,,16000,1,2.3863125
LA_T_2486958,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_2486958.flac,lolos,,16000,1,2.507125
LA_T_2610237,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_2610237.flac,lolos,,16000,1,2.93975
LA_T_2698001,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_2698001.flac,lolos,,16000,1,2.6894375
LA_T_2737588,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_2737588.flac,lolos,,16000,1,2.6000625
LA_T_2777160,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_2777160.flac,lolos,,16000,1,3.1129375
LA_T_2801441,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_2801441.flac,lolos,,16000,1,2.1705625
LA_T_2835258,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_2835258.flac,lolos,,16000,1,2.214625
LA_T_2848593,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_2848593.flac,lolos,,16000,1,4.0020625
LA_T_2869730,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_2869730.flac,lolos,,16000,1,4.6446875
LA_T_2992916,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_2992916.flac,lolos,,16000,1,3.1149375
LA_T_3108269,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3108269.flac,lolos,,16000,1,4.99
LA_T_3121388,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3121388.flac,lolos,,16000,1,3.62475
LA_T_3127213,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3127213.flac,lolos,,16000,1,1.7439375
LA_T_3315434,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3315434.flac,lolos,,16000,1,2.1306875
LA_T_3317496,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3317496.flac,lolos,,16000,1,2.812375
LA_T_3387982,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3387982.flac,lolos,,16000,1,3.27925
LA_T_3465801,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3465801.flac,lolos,,16000,1,3.4508125
LA_T_3505297,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3505297.flac,lolos,,16000,1,2.939
LA_T_3518487,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3518487.flac,lolos,,16000,1,3.2356875
LA_T_3555171,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3555171.flac,lolos,,16000,1,2.6829375
LA_T_3595333,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3595333.flac,lolos,,16000,1,2.90075
LA_T_3626619,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3626619.flac,lolos,,16000,1,3.533875
LA_T_3725354,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3725354.flac,lolos,,16000,1,2.3425625
LA_T_3772667,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3772667.flac,lolos,,16000,1,3.2375
LA_T_3840528,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3840528.flac,lolos,,16000,1,2.9828125
LA_T_3877261,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3877261.flac,lolos,,16000,1,2.3840625
LA_T_4077869,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4077869.flac,lolos,,16000,1,2.2975625
LA_T_4104820,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4104820.flac,lolos,,16000,1,3.6665
LA_T_4105004,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4105004.flac,lolos,,16000,1,3.7556875
LA_T_4111857,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4111857.flac,lolos,,16000,1,2.4713125
LA_T_4140258,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4140258.flac,lolos,,16000,1,1.919
LA_T_4176612,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4176612.flac,lolos,,16000,1,2.5119375
LA_T_4356490,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4356490.flac,lolos,,16000,1,2.424
LA_T_4369654,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4369654.flac,lolos,,16000,1,2.7668125
LA_T_4397800,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4397800.flac,lolos,,16000,1,2.171375
LA_T_4584120,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4584120.flac,lolos,,16000,1,3.3646875
LA_T_4904277,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4904277.flac,lolos,,16000,1,2.1685
LA_T_5052270,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5052270.flac,lolos,,16000,1,2.4686875
LA_T_5058278,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5058278.flac,lolos,,16000,1,2.12375
LA_T_5064135,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5064135.flac,lolos,,16000,1,2.3364375
LA_T_5079307,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5079307.flac,lolos,,16000,1,3.4518125
LA_T_5100132,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5100132.flac,lolos,,16000,1,2.0879375
LA_T_5134869,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5134869.flac,lolos,,16000,1,3.1905625
LA_T_5180830,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5180830.flac,lolos,,16000,1,2.3453125
LA_T_5223695,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5223695.flac,lolos,,16000,1,2.5599375
LA_T_5250310,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5250310.flac,lolos,,16000,1,3.2830625
LA_T_5264471,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5264471.flac,lolos,,16000,1,2.466125
LA_T_5266787,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5266787.flac,lolos,,16000,1,2.98425
LA_T_5359998,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5359998.flac,lolos,,16000,1,3.662375
LA_T_5399126,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5399126.flac,lolos,,16000,1,4.8136875
LA_T_5404480,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5404480.flac,lolos,,16000,1,3.3269375
LA_T_5774498,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5774498.flac,lolos,,16000,1,2.5141875
LA_T_5866595,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5866595.flac,lolos,,16000,1,3.8823125
LA_T_5891775,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5891775.flac,lolos,,16000,1,3.1996875
LA_T_5913109,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5913109.flac,lolos,,16000,1,3.1531875
LA_T_5994708,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5994708.flac,lolos,,16000,1,2.6828125
LA_T_6078217,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6078217.flac,lolos,,16000,1,2.13025
LA_T_6093418,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6093418.flac,lolos,,16000,1,2.4301875
LA_T_6306026,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6306026.flac,lolos,,16000,1,2.128875
LA_T_6328130,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6328130.flac,lolos,,16000,1,2.0468125
LA_T_6356279,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6356279.flac,lolos,,16000,1,2.60075
LA_T_6462285,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6462285.flac,lolos,,16000,1,2.8134375
LA_T_6474082,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6474082.flac,lolos,,16000,1,2.5113125
LA_T_6631167,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6631167.flac,lolos,,16000,1,2.9410625
LA_T_6856715,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6856715.flac,lolos,,16000,1,2.341375
LA_T_6957393,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6957393.flac,lolos,,16000,1,2.0380625
LA_T_7015765,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_7015765.flac,lolos,,16000,1,2.68025
LA_T_7020265,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_7020265.flac,lolos,,16000,1,2.131125
LA_T_7039518,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_7039518.flac,lolos,,16000,1,2.1743125
LA_T_7090581,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_7090581.flac,lolos,,16000,1,2.4303125
LA_T_7102200,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_7102200.flac,lolos,,16000,1,2.727
LA_T_7201521,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_7201521.flac,lolos,,16000,1,1.9571875
LA_T_7316655,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_7316655.flac,lolos,,16000,1,2.8115625
LA_T_7402461,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_7402461.flac,lolos,,16000,1,3.068
LA_T_7450091,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_7450091.flac,lolos,,16000,1,2.55125
LA_T_7483904,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_7483904.flac,lolos,,16000,1,2.80775
LA_T_7589094,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_7589094.flac,lolos,,16000,1,3.4073125
LA_T_7797285,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_7797285.flac,lolos,,16000,1,3.58425
LA_T_7856471,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_7856471.flac,lolos,,16000,1,4.1315
