source_file_id,file_path,speaker_id,label,attack_id,dataset,split,attack_role
LA_T_5761909,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5761909.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_5777819,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5777819.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_5785306,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5785306.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_5954195,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5954195.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_6058143,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6058143.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_6074694,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6074694.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_6105178,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6105178.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_6200206,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6200206.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_6214695,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6214695.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_6324553,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6324553.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_6335714,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6335714.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_6370865,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6370865.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_6405980,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6405980.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_6426017,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6426017.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_6492747,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6492747.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_6618587,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6618587.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_6630946,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6630946.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_6721654,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6721654.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_6736628,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6736628.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_6768659,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6768659.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_6960204,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_6960204.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_7122854,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_7122854.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_7123800,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_7123800.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_7248140,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_7248140.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_7288400,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_7288400.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_7397041,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_7397041.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_7677120,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_7677120.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_7737943,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_7737943.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_7744923,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_7744923.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_8115679,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_8115679.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_8145267,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_8145267.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_8324598,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_8324598.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_8449978,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_8449978.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_8458654,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_8458654.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_8507928,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_8507928.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_8638376,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_8638376.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_8682959,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_8682959.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_9107429,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9107429.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_9152126,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9152126.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_9188299,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9188299.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_9258514,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9258514.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_9341221,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9341221.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_9431341,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9431341.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_9437384,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9437384.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_9456128,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9456128.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_9488159,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9488159.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_9515789,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9515789.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_9526930,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9526930.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_9534983,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9534983.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_9543922,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9543922.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_9596913,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9596913.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_9669914,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9669914.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_9701712,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9701712.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_9789409,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9789409.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_9803720,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9803720.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_9874922,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9874922.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_9897034,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9897034.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_9905136,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9905136.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_9907603,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9907603.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_9926593,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_9926593.flac,LA_0079,0,-,ASVspoof2019_LA,train,bonafide
LA_T_1078395,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1078395.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_1257508,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1257508.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_1290428,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1290428.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_1373249,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1373249.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_1411980,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1411980.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_1455233,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1455233.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_1470659,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1470659.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_1511191,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1511191.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_1618831,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1618831.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_1625761,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1625761.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_1651877,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1651877.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_1702062,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1702062.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_1735385,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1735385.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_1795259,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1795259.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_1820456,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1820456.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_1909202,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_1909202.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_2091969,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_2091969.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_2335057,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_2335057.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_2386039,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_2386039.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_2407353,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_2407353.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_2486958,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_2486958.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_2610237,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_2610237.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_2698001,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_2698001.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_2737588,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_2737588.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_2777160,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_2777160.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_2801441,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_2801441.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_2835258,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_2835258.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_2848593,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_2848593.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_2869730,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_2869730.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_2992916,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_2992916.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_3108269,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3108269.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_3121388,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3121388.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_3127213,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3127213.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_3315434,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3315434.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_3317496,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3317496.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_3387982,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3387982.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_3465801,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3465801.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_3505297,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3505297.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_3518487,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3518487.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_3555171,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3555171.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_3595333,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3595333.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_3626619,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3626619.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_3725354,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3725354.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_3772667,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3772667.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_3840528,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3840528.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_3877261,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_3877261.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_4077869,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4077869.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_4104820,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4104820.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_4105004,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4105004.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_4111857,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4111857.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_4140258,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4140258.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_4176612,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4176612.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_4356490,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4356490.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_4369654,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4369654.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_4397800,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4397800.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_4584120,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4584120.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_4904277,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_4904277.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
LA_T_5052270,data/raw/LA/ASVspoof2019_LA_train/flac/LA_T_5052270.flac,LA_0080,0,-,ASVspoof2019_LA,train,bonafide
